job_id,operator_id,title,location,basic_qualifications,description,min_years_experience,max_years_experience,years_experience_all,min_salary,max_salary,salary_type
equinix-JR-161817,equinix,Data Center Expense Analyst,Milan,,"<p style=""text-align:left""><b>Who are we?</b></p><div><p style=""text-align:left""><span><span>Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, </span><span>life</span><span> and planet.</span></span><span><span> </span></span></p></div><p></p><p></p>A place where bold ideas are welcomed, human connection is valued, and everyone has the opportunity to shape their future.<p></p><p></p>Joining our operations team means being at the center of everything – maintaining and evolving critical infrastructure that powers the digital world and delivers real impact for our customers, communities and society. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re empowered to do your best work.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><b>Job Summary</b></p><p>The Data Center Expense Analyst is the primary finance operations partner for Data Center Operations in Italy. The role supports budget management, forecasting, Procure-to-Pay (P2P) activities, reporting, and vendor issue resolution while ensuring financial compliance and operational efficiency</p><p></p><p><b>Responsibilities</b></p><p>Procure-to-Pay (P2P) Management</p><ul><li><p>Create and manage Purchase Requisitions (PRs) and support Purchase Order (PO) lifecycle activities for Italy</p></li><li><p>Monitor PR and PO performance metrics and identify opportunities for process optimization</p></li><li><p>Partner with internal stakeholders, suppliers, Procurement, and Accounts Payable to resolve PO and invoice-related issues</p></li><li><p>Ensure compliance with company purchasing policies and financial controls</p></li><li><p>Support supplier onboarding activities and assist stakeholders with procurement-related processes</p></li><li><p>Actively track commitments, unbilled POs, and aged transactions to drive timely resolution</p></li></ul><p></p><p>Budget Management &amp; Forecasting</p><ul><li><p>Coordinate budget and forecast submissions from Data Center Operations teams across Italy</p></li><li><p>Consolidate financial inputs and perform analysis to support monthly and quarterly forecasting cycles</p></li><li><p>Monitor budget utilization, commitments, and spend trends</p></li><li><p>Identify variances and provide recommendations to improve forecast accuracy</p></li><li><p>Support reforecasting activities and budget adjustments throughout the fiscal year</p></li></ul><p></p><p>Financial Reporting &amp; Analysis</p><ul><li><p>Produce commitment tracking reports and provide actionable insights to Operations and Finance teams</p></li><li><p>Support month-end close activities, including accrual preparation and variance analysis</p></li><li><p>Generate KPI reporting related to financial process compliance, receipting performance, and operational execution</p></li><li><p>Analyze Actuals vs. Forecast performance and communicate findings to stakeholders</p></li><li><p>Prepare management-ready summaries, dashboards, and recommendations</p></li></ul><p></p><p>Business Partnership &amp; Stakeholder Management</p><ul><li><p>Serve as the primary finance operations contact for Data Center Operations teams in Italy</p></li><li><p>Build strong relationships with Operations leaders, Finance, Procurement, Accounts Payable, and suppliers</p></li><li><p>Support business-critical escalations involving payments, invoices, budget management, and operational spend</p></li><li><p>Ensure budget, forecast, and month-end deliverables are completed accurately and on time</p></li><li><p>Facilitate communication between the business and Finance teams to meet operational and financial objectives</p></li></ul><p><br />Continuous Improvement</p><ul><li><p>Identify opportunities to improve efficiency, controls, and financial visibility</p></li><li><p>Participate in process improvement initiatives across Procure-to-Pay, budgeting, and reporting activities</p></li><li><p>Promote best practices and provide guidance to stakeholders on financial processes and policies</p></li><li><p>Support implementation of new tools, reporting enhancements, and automation initiatives</p></li></ul><p></p><p><b>Qualifications</b></p><ul><li><p>High School diploma</p></li><li><p>Strong analytical and problem-solving skills</p></li><li><p>Advanced Microsoft Excel skills</p></li><li><p>Ability to manage multiple priorities in a fast-paced environment</p></li><li><p>Strong stakeholder management and communication skills</p></li></ul><p></p><p>Preferred</p><ul><li><p>Experience in finance operations, accounting, procurement, budgeting, or financial analysis</p></li><li><p>Experience working with ERP and Procure-to-Pay systems (e.g., Oracle, Coupa, SAP, or similar)</p></li></ul><p></p><p>Language</p><ul><li><p>Fluent verbal and written Italian</p></li><li><p>Fluent verbal and written English</p></li></ul><p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>The targeted pay range for this position in the following location is / locations are:</p>
<p>Italy - ML2 Milan : 37,100 - 55,700 EUR / Annual
</p>
<p>Our pay ranges reflect the minimum and maximum target for new hire pay for the full-time position determined by role, level, and location.<b>The pay range shown is based on our compensation structure in place at the time of posting and may be updated periodically based on business needs.</b> Individual pay is based on additional factors including job-related skills, experience, and relevant education and/or training.</p>
<p>The targeted pay range listed reflects the base pay only and does not include bonus, equity, or benefits. Employees are eligible for bonus, and equity may be offered depending on the position.</p><p style=""text-align:inherit""></p><p style=""text-align:left""><u><b>Equinix Benefits</b></u></p><p style=""text-align:left"">As an employee, you become important to Equinix’s success. We ensure all your benefits are in line with our core values: competitive, inclusive, sustainable, connected and efficient. We keep them competitive within the current marketplace to ensure we’re providing you with the best package possible. So, wherever you are in your career and life, you’ll be able to enhance your experience and bring your whole self to work.</p><p style=""text-align:inherit""></p><p style=""text-align:left""><b>Employee Assistance Program</b>: An Employee Assistance program is available to all employees.</p><p></p><p>Equinix is committed to ensuring that our employment process is open to all individuals, including those with a disability.  If you are a qualified candidate and need assistance or an accommodation, please let us know by completing <a target=""_blank"" href=""https://forms.office.com/pages/responsepage.aspx?id&#61;cbKtcscv_kql7p3mpZ9r-50RYwLmhPpKtmEYPKOcl8hURTBBN0xMTllDRVc0VkJUSEYxMEk1V0NJQS4u&amp;origin&#61;lprLink"">this form</a>. </p><p></p><p>Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy / childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political / organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law. </p><p></p><p><b>We use artificial intelligence in our hiring process. Learn more </b><a target=""_blank"" href=""https://careers.equinix.com/equinix-ai-guidance-for-candidates""><span style=""color:#0000ff""><b><u>here</u></b></span></a><b>.</b></p>&amp;#xa;This posting is for a backfill position, meaning it is to fill an existing vacancy within our organization.&amp;#xa;",,,[],,,
equinix-JR-162527,equinix,Data Center Concierge II,Tsuen Wan New Territories,,"<p><b>Who are we?</b></p><div><p><span><span>Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, </span><span>life</span><span> and planet.</span></span><span><span> </span></span><br /><span><span> </span></span></p><p><span><span>A place where bold ideas are welcomed, human connection is valued, and everyone </span><span>has the opportunity to</span><span> shape their future.</span></span></p></div><p style=""text-align:inherit""></p><p style=""text-align:inherit""></p>A career at Equinix means being at the center of shaping what comes next and amplifying customer value through innovation and impact. You’ll work across teams, influence key decisions, and help shape the path forward. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re empowered to do your best work.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><b>Job Summary</b></p><p>Supports customers by following up on inquiries and issues to ensure timely tracking and resolution. Performs a variety of administrative and operational tasks, including maintaining accurate records and coordinating activities with cross‑functional teams to support smooth facility operations. Demonstrates strong technical aptitude, analytical thinking, and the ability to leverage tools such as Excel and AI applications to enhance productivity and reporting accuracy.</p><p></p><p><b>Responsibilities</b></p><p>Supervision</p><ul><li><p>Supervise and coordinate a team of Receptionist staff remotely, ensuring consistent delivery of cross‑site support services for internal teams and customers.</p></li></ul><p></p><p>Orders Support</p><ul><li><p>Perform invoice verification and support basic order‑related administrative tasks.</p></li></ul><p></p><p>Internal / External Contact</p><ul><li><p>Direct and/or route inquiries to appropriate cross‑functional teams to ensure timely follow‑up and resolution</p></li><li><p>Maintain positive working relationships with local vendors (e.g., hotel, restaurant, taxi, catering) to support company needs</p></li></ul><p></p><p>Problem Solving</p><ul><li><p>Engage field teams and other personnel as necessary to drive issue resolution</p></li><li><p>Identify customer satisfaction–related issues and escalate to management when appropriate</p></li></ul><p></p><p>Stock Maintenance</p><ul><li><p>Ensure Customer Care Areas and conference rooms are clean, well‑stocked, and fully functional, including all amenities</p></li><li><p>Administer vendors providing standard office services (e.g., copier, coffee machines) and manage office supply ordering</p></li></ul><p></p><p>Reporting</p><ul><li><p>Support accurate and timely creation and closure of Condition Reports</p></li><li><p>Review routine Data Center Operations Weekly Status reports and provide analysis when needed</p></li></ul><p></p><p>Process Optimization</p><ul><li><p>Identify trends in operations or customer inquiries and partner with leadership to implement tools or enhancements that streamline processes and improve efficiency</p></li></ul><p></p><p>Administration</p><ul><li><p>Generate purchase requisitions and coordinate with vendors for delivery and invoicing</p></li><li><p>Assist with special projects as assigned</p></li></ul><p></p><p>Technical &amp; Analytical Competencies</p><ul><li><p>Strong analytical mindset with the ability to interpret operational data and identify trends</p></li><li><p>Proficient in Microsoft Excel (pivot tables, lookups, basic data analysis)</p></li><li><p>Fast learner with the ability to quickly adopt new tools, technologies, and processes</p></li><li><p>Excellent active listening skills to understand customer needs and respond appropriately</p></li><li><p>Exposure to AI-assisted productivity tools (e.g., Microsoft Copilot, AI-powered reporting, and automated workflows) would be an advantage, with the ability to apply such tools to enhance operational efficiency and accuracy</p></li></ul><p></p><p><b>Qualifications</b></p><ul><li><p>Typically requires a high school diploma and 2–3 years of equivalent work experience in customer service, administrative support, facilities operations, or related fields</p></li></ul><p></p><p>Equinix is committed to ensuring that our employment process is open to all individuals, including those with a disability.  If you are a qualified candidate and need assistance or an accommodation, please let us know by completing <a target=""_blank"" href=""https://forms.office.com/pages/responsepage.aspx?id&#61;cbKtcscv_kql7p3mpZ9r-50RYwLmhPpKtmEYPKOcl8hURTBBN0xMTllDRVc0VkJUSEYxMEk1V0NJQS4u&amp;origin&#61;lprLink"">this form</a>. </p><p></p><p>Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy / childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political / organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law. </p><p></p><p><b>We use artificial intelligence in our hiring process. Learn more </b><a target=""_blank"" href=""https://careers.equinix.com/equinix-ai-guidance-for-candidates""><span style=""color:#0000ff""><b><u>here</u></b></span></a><b>.</b></p>&amp;#xa;This posting is for a backfill position, meaning it is to fill an existing vacancy within our organization.&amp;#xa;",3.0,,[3],,,
equinix-JR-159872,equinix,Data Center Development Intern Roles,4 Locations,,"<p><b>Who are we?</b></p><div><p><span><span>Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, </span><span>life</span><span> and planet.</span></span><span><span> </span></span><br /><span><span> </span></span></p><p><span><span>A place where bold ideas are welcomed, human connection is valued, and everyone </span><span>has the opportunity to</span><span> shape their future.</span></span></p></div><p style=""text-align:inherit""></p><p style=""text-align:inherit""></p>A career at Equinix means being at the center of shaping what comes next and amplifying customer value through innovation and impact. You’ll work across teams, influence key decisions, and help shape the path forward. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re empowered to do your best work.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>Job Summary<br />Data Centers are considered Critical Facilities. This means that we support hospitals, <br />laboratories, and public safety centers. Simply put - We cannot go dark. In this 12-week <br />internship program you will learn all the necessities in becoming a data center <br />technician/engineer.<br />Don&#39;t just make a living, make a difference! This opportunity will set you up for a lifelong <br />career in an industry the touches every life across the globe.<br />This opportunity is for candidates with non traditional degree backgrounds, specifically <br />trade schools.<br />The Opportunity<br />• You will learn hands on skills required for different career paths within data centers. <br />This includes electrical, mechanical, fiber optics, and HVAC systems, fire systems, <br />building automation systems /building mechanical systems as well as customer <br />focused sales opportunities<br />• Learn systems and tools that will increase your technical knowledge<br />• Support customer happiness through timely and detailed order execution<br />• Grow a natural curiosity for facilities<br />• Develop strong problem-solving skills<br />• Maintain detailed written records of all work activity<br />• Contribute to the success of your team and the greater success of the company by <br />completing hands-on work<br />• Paid hourly, 40 hours per week<br />Your Background Includes<br />• The ability to lift and carry 50 lbs. and are agile in manual dexterity (climb, stoop, et.) <br />with or without an accommodation<br />• The flexibility to work any assigned shift, off-schedule, fill in for workmate, respond <br />to emergencies, holidays, nights etc.<br />• Skills such as experience with HVAC, plumbing, fiber optics, ethernet, switches and <br />servers, and electrical, diesel generator, fire systems and building automation <br />systems/ building mechanical systems are welcomed but not required<br />• A natural curiosity and strong troubleshooting skills<br />• Strong customer service mindset – whether the customer is your co-worker, a <br />supplier or client<br />• Dedication and commitment to doing things with precision and accuracy<br />• High School Diploma<br />The targeted pay range for this position in the following location is:<br />United States: $25 - $35 / Hourly<br />Our pay ranges reflect the minimum and maximum target for new hire pay for the full-time <br />position determined by role, level, and location.The pay range shown is based on our <br />compensation structure in place at the time of posting and may be updated <br />periodically based on business needs. Individual pay is based on additional factors <br />including job-related skills, experience, and relevant education and/or training.<br />The targeted pay range listed reflects the base pay only and does not include bonus, equity, <br />or benefits. Employees are eligible for bonus, and equity may be offered depending on the <br />position</p><p></p><p>Equinix is committed to ensuring that our employment process is open to all individuals, including those with a disability.  If you are a qualified candidate and need assistance or an accommodation, please let us know by completing <a target=""_blank"" href=""https://forms.office.com/pages/responsepage.aspx?id&#61;cbKtcscv_kql7p3mpZ9r-50RYwLmhPpKtmEYPKOcl8hURTBBN0xMTllDRVc0VkJUSEYxMEk1V0NJQS4u&amp;origin&#61;lprLink"">this form</a>. </p><p></p><p>Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy / childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political / organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law. </p><p></p><p><b>We use artificial intelligence in our hiring process. Learn more </b><a target=""_blank"" href=""https://careers.equinix.com/equinix-ai-guidance-for-candidates""><span style=""color:#0000ff""><b><u>here</u></b></span></a><b>.</b></p>",,,[],,,
equinix-JR-161433,equinix,Data Center Critical Facilities Lead,Secaucus,,"<p style=""text-align:left""><b>Who are we?</b></p><div><p style=""text-align:left""><span><span>Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, </span><span>life</span><span> and planet.</span></span><span><span> </span></span></p></div><p></p><p></p>A place where bold ideas are welcomed, human connection is valued, and everyone has the opportunity to shape their future.<p></p><p></p>Joining our operations team means being at the center of everything – maintaining and evolving critical infrastructure that powers the digital world and delivers real impact for our customers, communities and society. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re empowered to do your best work.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><b>Job Summary</b></p><p>Is a highly skilled specialist that works on assignments requiring considerable judgment, initiative, and independent action. Focus is on complex tasks that require a deep understanding of standard operating procedures, critical facilities systems, and operational risk. Applies advanced technical knowledge to assess unusual circumstances, resolve sophisticated issues, and recommend solutions with site‑level impact.</p><p>Work is performed independently and is reviewed at critical points. Contributes to the development, enhancement, and application of procedures and techniques to support safe, resilient, and efficient operations. Serves as a technical resource and escalation point, supporting the overall team through expertise, guidance, and problem resolution.</p><p><br /><b>Responsibilities</b></p><p>Facility / Infrastructure Maintenance</p><ul><li><p>Performs highly skilled preventative and corrective maintenance on-site to critical facility systems</p></li><li><p>Performs highly skilled maintenance repairs, corrective maintenance, and complex installations</p></li><li><p>Resolves advanced incidents and develops new procedures and techniques to support the overall team</p></li><li><p>Monitors the Building Monitoring System (BMS) and resolves alarms for complex assignments requiring independent action and a high degree of initiative to resolve. Makes recommendations for new procedures to management team</p></li><li><p>Leads and coordinates critical infrastructure operations</p></li><li><p>Implements energy efficiency measures and identifies areas of opportunities</p></li><li><p>Inspects operation and maintenance of plumbing, fire suppression, and life-safety systems</p></li><li><p>Consistently works on complex assignments requiring independent action and a high degree of initiative to resolve issues. Makes recommendations for new procedures</p></li><li><p>Develops project scope with management for life-cycle maintenance/end of life infrastructure projects and critical replacements</p></li></ul><p></p><p>Vendor Support</p><ul><li><p>Facilitates selection of vendors for outsourced maintenance activities</p></li><li><p>Directs vendors on highly skilled tasks to ensure that maintenance activities are carried out per standards and requirements</p></li><li><p>Creates scripts for maintenance and submits</p></li><li><p>Tracks and implements the work approval process for critical service providers (including briefing at the start of work, control of work during the day workday/shift, final review of the work carried out)</p></li><li><p>Inspects implementation changes/updates to technical files for plants and equipment (in cooperation with vendor and the supervisor&#39;s) ensuring builds are up to date</p></li></ul><p></p><p>Site Administration &amp; Incident Support</p><ul><li><p>Completion of complex site logs and data gathering for issuing of permits, such as Maintenance Operation Protocol (MOPs) and scripts</p></li><li><p>Identifies and escalates process discrepancies to higher management</p></li><li><p>Identifies Single Points of Failure (SPOFs) and makes recommendations for new procedures</p></li><li><p>Acts as a support team lead for operating processes and procedures; supports the team on adherence</p></li><li><p>Supports the on-site staff during critical incidents</p></li><li><p>Responds to all on-site incidents, including major failures, significant problems and delays</p></li><li><p>Assists with RCA (Root Cause Analysis)</p></li><li><p>Assists management with maintaining technical documents</p></li></ul><p></p><p>Work Orders &amp; Additional Projects</p><ul><li><p>Completes highly skilled work requests and circuit installations</p></li><li><p>Coordinates more advanced troubleshooting and maintenance of office equipment (if necessary); supports auxiliary equipment and machines with problem solving and repairs to avoid/minimize downtime</p></li><li><p>Makes moderate changes to mechanical, electrical and specialized systems, as directed</p></li><li><p>Performs capacity management reviews</p></li><li><p>Leads infrastructure project activities</p></li></ul><p></p><p>Collaboration</p><ul><li><p>Collaborates with others to resolve highly difficult facility incidents; identifies and understands underlying issues</p></li><li><p>Act as a support team lead when identifying component level faults and provides recommendations for new procedures</p></li><li><p>Utilizes resources outside of the department, as necessary</p></li><li><p>Plans inventory needs to maintain optimal stock levels of critical parts and equipment</p></li><li><p>May act as an escalation point for processes relating to maintaining inventory</p></li><li><p>Advises other team members on repairs and preventative maintenance</p></li><li><p>Acts as a support team lead on implementing highly skilled, complex projects</p></li></ul><p></p><p><b>Qualifications</b></p><ul><li><p>High school diploma or equivalent required</p></li><li><p>Typically requires 6&#43; years of progressively responsible experience in critical facilities, data center operations, industrial facilities, or a comparable technical environment</p></li><li><p>Associate’s degree, technical certification, or military technical training is a plus</p></li></ul><p></p><p>Technical Expertise</p><ul><li><p>Advanced knowledge of critical facility systems, including Electrical distribution systems (UPS, generators, switchgear, breakers) Mechanical systems (chillers, CRAC/CRAH units, HVAC, cooling towers) Plumbing, fire suppression, and life-safety systems</p></li><li><p>Proven ability to perform highly skilled preventive, corrective, and emergency maintenance with minimal supervision</p></li><li><p>Strong experience monitoring and responding to alarms via Building Management / Monitoring Systems (BMS)</p></li><li><p>Demonstrated capability to identify Single Points of Failure (SPOFs) and recommend mitigation strategies</p></li></ul><p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>The targeted pay range for this position in the following location is / locations are:</p>
<p>United States - NY5 New York City : 88,000 - 132,000 USD / Annual
</p>
<p>Our pay ranges reflect the minimum and maximum target for new hire pay for the full-time position determined by role, level, and location.<b>The pay range shown is based on our compensation structure in place at the time of posting and may be updated periodically based on business needs.</b> Individual pay is based on additional factors including job-related skills, experience, and relevant education and/or training.</p>
<p>The targeted pay range listed reflects the base pay only and does not include bonus, equity, or benefits. Employees are eligible for bonus, and equity may be offered depending on the position.</p><p style=""text-align:inherit""></p><p style=""text-align:left""><u><b>Equinix Benefits</b></u></p><p style=""text-align:left"">As an employee, you become important to Equinix’s success. We ensure all your benefits are in line with our core values: competitive, inclusive, sustainable, connected and efficient. We keep them competitive within the current marketplace to ensure we’re providing you with the best package possible. So, wherever you are in your career and life, you’ll be able to enhance your experience and bring your whole self to work.</p><p style=""text-align:inherit""></p><p style=""text-align:left""><b>Employee Assistance Program</b>: An Employee Assistance program is available to all employees.</p>&amp;#xa;US Benefits: - Insurance: You may enroll in health, life, disability and voluntary plans that are designed for you and your eligible family members. - Retirement: You and Equinix may contribute to a retirement plan to help you plan for your financial future. - Paid Time Off (PTO) and Paid Holidays: You will receive an accrued amount of PTO each pay period along with various paid holidays for you to rest and recharge. Eligibility requirements apply to some benefits. Benefits are subject to change and may be subject to specific plan or program terms.&amp;#xa;<p></p><p>Equinix is committed to ensuring that our employment process is open to all individuals, including those with a disability.  If you are a qualified candidate and need assistance or an accommodation, please let us know by completing <a target=""_blank"" href=""https://forms.office.com/pages/responsepage.aspx?id&#61;cbKtcscv_kql7p3mpZ9r-50RYwLmhPpKtmEYPKOcl8hURTBBN0xMTllDRVc0VkJUSEYxMEk1V0NJQS4u&amp;origin&#61;lprLink"">this form</a>. </p><p></p><p>Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy / childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political / organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law. </p><p></p><p><b>We use artificial intelligence in our hiring process. Learn more </b><a target=""_blank"" href=""https://careers.equinix.com/equinix-ai-guidance-for-candidates""><span style=""color:#0000ff""><b><u>here</u></b></span></a><b>.</b></p>&amp;#xa;This posting is for a backfill position, meaning it is to fill an existing vacancy within our organization.&amp;#xa;",,,[],,,
equinix-JR-161783,equinix,Data Center Customer Operations Technician,Kent,,"<p style=""text-align:left""><b>Who are we?</b></p><div><p style=""text-align:left""><span><span>Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, </span><span>life</span><span> and planet.</span></span><span><span> </span></span></p></div><p></p><p></p>A place where bold ideas are welcomed, human connection is valued, and everyone has the opportunity to shape their future.<p></p><p></p>Joining our operations team means being at the center of everything – maintaining and evolving critical infrastructure that powers the digital world and delivers real impact for our customers, communities and society. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re empowered to do your best work.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><b>Job Summary</b></p><p>Has a substantial understanding of the job while working on assignments that are moderately difficult requiring judgement in resolving issues or making recommendations. Focus is on moderately difficult tasks, using substantial understanding of standard operating procedure. Supports the overall team.</p><p><br /><b>Responsibilities</b></p><p>Queue Management / Reporting</p><ul><li><p>Reviews work orders in the queue and works on moderately difficult requests by adhering to commitment times</p></li><li><p>Supports cross-functional teams to collaborate on customer tickets</p></li><li><p>Ensures any necessary reporting is complete and accurate; supports ad-hoc reporting requests</p></li><li><p>Actively provides input and makes recommendations to processes</p></li><li><p>Maintains detailed written records of all work activity</p></li><li><p>Updates local asset databases and other systems</p></li></ul><p></p><p>Installations</p><ul><li><p>Handles moderately difficult rack and stack customer equipment tickets</p></li><li><p>Able to read moderately difficult installation spreadsheet plans and supports implementing installations accordingly</p></li><li><p>Supports the installation of moderately difficult installs, which may include: overhead cable trays, cage mesh, cabinets, and cable management/support systems; circuits for fiber terminations; cable distribution trays, cabinets, and cable management/support systems; and performs tape changes and back-up necessities</p></li><li><p>Recognizes and raises capacity concerns for infrastructure expansions needs and cabling where needed</p></li><li><p>Performs quality checks on both cross-connects and on-site support tickets and recommends improvements</p></li></ul><p></p><p>Cross-Connect</p><ul><li><p>Supports moderately difficult datacenter cross-connect work, requiring substantial understanding of operating procedures for: installs, terminations, modifications, and testing</p></li><li><p>Installs and tests moderately difficult cross-connect circuits, which may include: switched, multiplexed, etc.</p></li></ul><p></p><p>Testing / Troubleshooting</p><ul><li><p>Supports moderately difficult operating testing of layer 1, 2 and 3 cross-connect certification testing</p></li><li><p>Supports the troubleshooting of moderly difficult circuits (i.e., switched, multiplexed, etc.)</p></li><li><p>Escalates more advanced circuits and supports as needed</p></li><li><p>Works with customers to troubleshoot issues and uses experience gained to recommend solutions</p></li></ul><p></p><p>Stakeholder Partnership</p><ul><li><p>Monitors stock levels and proactively addresses needs for materials with proper teams</p></li><li><p>Provides escalated work order support, and supports dispatch of alarms</p></li><li><p>May provide back-up support to security personnel, if needed</p></li></ul><p></p><p>Customer Management</p><ul><li><p>Supports customer satisfaction through timely and precise order execution</p></li><li><p>Delivers a high level of service and an excellent customer experience when interfacing with customers</p></li><li><p>Provides support with time expectations on new deployments and existing alterations</p></li><li><p>Supports customers on-site by through access control and escorting services</p></li><li><p>Point of Contact (POC) for supporting moderately difficult customer requests, exceptions or escalations</p></li></ul><p></p><p>Projects</p><ul><li><p>Supports and partners with team members on projects as directed</p></li><li><p>Coordinates vendors for various Data Center related projects</p></li><li><p>Performs quality assurance on new customer installation or deployments</p></li></ul><p></p><p>Training</p><ul><li><p>Completes all assigned training in a timely manner</p></li><li><p>May provide guidance and support to more junior team members and new hires</p></li></ul><p></p><p><b>Qualifications</b></p><p>Typical Degree &amp; Years of Experience</p><ul><li><p>Typically requires a high school diploma and proven years of equivalent work experience</p></li></ul><p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>The targeted pay range for this position in the following location is / locations are:</p>
<p>United States - SE4 Seattle : 59,000 - 88,400 USD / Annual
</p>
<p>Our pay ranges reflect the minimum and maximum target for new hire pay for the full-time position determined by role, level, and location.<b>The pay range shown is based on our compensation structure in place at the time of posting and may be updated periodically based on business needs.</b> Individual pay is based on additional factors including job-related skills, experience, and relevant education and/or training.</p>
<p>The targeted pay range listed reflects the base pay only and does not include bonus, equity, or benefits. Employees are eligible for bonus, and equity may be offered depending on the position.</p><p style=""text-align:inherit""></p><p style=""text-align:left""><u><b>Equinix Benefits</b></u></p><p style=""text-align:left"">As an employee, you become important to Equinix’s success. We ensure all your benefits are in line with our core values: competitive, inclusive, sustainable, connected and efficient. We keep them competitive within the current marketplace to ensure we’re providing you with the best package possible. So, wherever you are in your career and life, you’ll be able to enhance your experience and bring your whole self to work.</p><p style=""text-align:inherit""></p><p style=""text-align:left""><b>Employee Assistance Program</b>: An Employee Assistance program is available to all employees.</p>&amp;#xa;US Benefits: - Insurance: You may enroll in health, life, disability and voluntary plans that are designed for you and your eligible family members. - Retirement: You and Equinix may contribute to a retirement plan to help you plan for your financial future. - Paid Time Off (PTO) and Paid Holidays: You will receive an accrued amount of PTO each pay period along with various paid holidays for you to rest and recharge. Eligibility requirements apply to some benefits. Benefits are subject to change and may be subject to specific plan or program terms.&amp;#xa;<p></p><p>Equinix is committed to ensuring that our employment process is open to all individuals, including those with a disability.  If you are a qualified candidate and need assistance or an accommodation, please let us know by completing <a target=""_blank"" href=""https://forms.office.com/pages/responsepage.aspx?id&#61;cbKtcscv_kql7p3mpZ9r-50RYwLmhPpKtmEYPKOcl8hURTBBN0xMTllDRVc0VkJUSEYxMEk1V0NJQS4u&amp;origin&#61;lprLink"">this form</a>. </p><p></p><p>Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy / childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political / organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law. </p><p></p><p><b>We use artificial intelligence in our hiring process. Learn more </b><a target=""_blank"" href=""https://careers.equinix.com/equinix-ai-guidance-for-candidates""><span style=""color:#0000ff""><b><u>here</u></b></span></a><b>.</b></p>&amp;#xa;This posting is a new position within our organization.&amp;#xa;",,,[],,,
